"ID","SMR","Calendar","Eng_Speed_Max","Eng_Speed_Ave","Blowby_Press_Max","LF_Exh_Temp_Max","LR_Exh_Temp_Max","RF_Exh_Temp_Max","RR_Exh_Temp_Max","Boost_Press_Max","E_Oil_P_Max","E_Oil_P_Lo_Min","E_Oil_P_Hi_Min","E_Oil_Tmp_Max","Fuel_Rate","Cool_Temp_Max","Cool_Temp_Min","TM_Oil_Temp_Max","Ambient_Temp_Max","Ambient_Temp_Ave","Ambient_Temp_Min","Atomos_Press_Ave","F_Brake_P_Max","R_Brake_P_Max","Travel_Speed_Max","ECO_ON","Machine_Serial"
"96223387","18121.8","2019-02-27 15:47:56","2311","1416","2374.8343020292","-32768","396","-32768","561","17436.524931172","5.302335066789","0.71377587437545","2.9570714795554","113","87.7","80","26","80","22","14","9","840","195.77852554298","197.81788518405","37.9","1544","9534"
"96223388","18141.8","2019-02-28 17:51:31","2267","1410","2468.6448455185","-32768","186","-32768","708","17028.653002957","4.3846232283063","0.71377587437545","2.9570714795554","111","81","81","41","92","21","16","11","830","195.77852554298","196.79820536352","37.2","227","9534"
"95908660","18006.5","2019-02-28 09:14:10","2362","1418","941.16447435505","-32768","-32768","935","-32768","17640.460895279","5.9141429591108","1.12164780259","3.8747833180381","96","80.3","81","25","80","24","16","9","830","197.81788518405","199.85724482512","36.7","1261","9535"
"95908661","18026.5","2019-03-01 11:09:26","2326","1527","964.61711022739","-32768","-32768","-32768","-32768","17436.524931172","5.6082390129499","1.12164780259","3.8747833180381","97","88.2","80","42","86","23","15","9","830","193.73916590191","195.77852554298","40.5","578","9535"
"96223381","18001.7","2019-02-20 06:39:07","2317","1489","2222.9020087692","-32768","100","-32768","681","17640.460895279","4.180687264199","0.71377587437545","2.4472315692872","118","91","76","38","79","16","9","3","840","197.81788518405","198.83756500459","36.7","1633","9534"
"95908679","18386.9","2019-03-24 18:34:38","2288","1465","923.82991740593","-32768","-32768","967","-32768","17742.428877333","5.7102069950036","1.12164780259","3.8747833180381","99","84.4","81","23","80","28","19","13","840","194.75884572244","197.81788518405","37.8","317","9535"
"95908678","18366.8","2019-03-23 10:21:26","2314","1512","965.63679004792","-32768","-32768","931","-32768","17946.36484144","6.2200469052717","1.2236157846436","4.0787192821454","96","89","78","12","79","27","13","7","840","195.77852554298","197.81788518405","38","1546","9535"
"95908677","18346.8","2019-03-20 15:45:54","2360","1460","942.18415417559","-32768","-32768","921","-32768","17742.428877333","5.5062710308963","1.2236157846436","3.9767513000918","97","86.8","79","36","79","26","14","8","840","194.75884572244","196.79820536352","37.8","994","9535"
"95908676","18326.8","2019-03-19 13:35:17","2323","1495","853.47200978893","-32768","-32768","-32768","-32768","17946.36484144","5.9141429591108","1.2236157846436","3.9767513000918","96","90.3","79","24","79","22","13","8","840","195.77852554298","197.81788518405","36.8","8","9535"
"96219925","32287.3","2019-02-21 21:44:42","2277","1471","1279.6981747731","-32768","969","969","-32768","14989.293361884","5.8121749770572","1.12164780259","3.6708473539309","93","87.6","75","27","73","19","6","1","840","194.75884572244","192.71948608137","38.3","1437","J20150"
"96219924","32267.3","2019-02-20 18:26:34","2296","1450","1301.1114510044","-32768","969","969","-32768","15091.261343938","6.2200469052717","1.2236157846436","3.6708473539309","93","86.7","80","12","81","18","7","2","830","195.77852554298","192.71948608137","38","5342","J20150"
"96219922","32227.2","2019-02-17 19:39:20","2310","1482","1500.9686958295","-32768","969","969","-32768","15499.133272153","6.2200469052717","1.2236157846436","3.9767513000918","94","79.8","77","19","74","17","11","5","830","195.77852554298","192.71948608137","38.6","1305","J20150"
"95908673","18266.7","2019-03-15 23:45:57","2279","1474","945.2431936372","-32768","-32768","-32768","-32768","17640.460895279","5.8121749770572","1.12164780259","3.8747833180381","98","86.2","82","25","87","24","18","12","840","193.73916590191","195.77852554298","36.4","64","9535"
"95908674","18286.8","2019-03-17 01:40:48","2435","1518","856.53104925053","-32768","-32768","946","-32768","17844.396859386","5.7102069950036","1.12164780259","3.8747833180381","99","93","81","40","80","26","17","10","840","194.75884572244","196.79820536352","37.8","26","9535"
"95908675","18306.8","2019-03-18 07:17:16","2348","1517","1021.7191801774","-32768","-32768","-32768","-32768","17844.396859386","5.8121749770572","1.12164780259","3.8747833180381","98","89.9","83","31","88","27","17","9","830","195.77852554298","197.81788518405","37.1","84","9535"
"96219921","32207.2","2019-02-16 10:17:44","2266","1531","1522.3819720608","-32768","969","969","-32768","14989.293361884","5.7102069950036","1.12164780259","3.6708473539309","95","82.7","77","32","78","21","13","7","830","197.81788518405","194.75884572244","38.2","695","J20150"
"95908664","18086.5","2019-03-04 23:40:22","2273","1450","1055.3686142551","-32768","-32768","969","-32768","17946.36484144","6.2200469052717","1.12164780259","3.8747833180381","97","81.1","80","19","79","25","15","8","840","195.77852554298","197.81788518405","37.9","995","9535"
"100803944","34438.1","2019-03-26 11:03:11","2422","1570","356.88793718772","-32768","969","969","943","15805.037218313","6.3220148873254","1.12164780259","3.6708473539309","100","102.6","85","25","85","25","19","13","840","205.97532374834","206.99500356888","37.7","517","J20141"
"95908672","18246.7","2019-03-14 18:53:57","2268","1499","928.92831650862","-32768","-32768","937","-32768","17844.396859386","6.0161109411645","1.12164780259","3.7728153359845","99","90.4","82","27","80","33","18","13","840","194.75884572244","196.79820536352","37","212","9535"
"95908671","18226.7","2019-03-13 14:06:31","2267","1512","896.29856225145","-32768","-32768","934","-32768","17742.428877333","5.302335066789","1.12164780259","3.7728153359845","96","88.2","78","41","79","24","14","10","840","194.75884572244","196.79820536352","37","1369","9535"
"95908670","18206.7","2019-03-12 10:40:54","2281","1462","929.94799632915","-32768","-32768","-32768","-32768","17946.36484144","5.4043030488427","1.12164780259","3.9767513000918","96","85.2","78","38","79","25","13","8","840","194.75884572244","196.79820536352","37.2","1262","9535"
"95908669","18186.7","2019-03-11 08:27:53","2298","1416","1062.5063729989","-32768","-32768","-32768","-32768","18252.268787601","5.8121749770572","1.2236157846436","4.180687264199","93","81.7","76","23","86","14","7","2","840","194.75884572244","196.79820536352","37.3","684","9535"
"95908666","18126.6","2019-03-07 11:10:08","2341","1505","978.8926277149","-32768","-32768","-32768","-32768","17742.428877333","5.8121749770572","1.12164780259","3.8747833180381","96","90.5","79","38","79","20","13","8","840","194.75884572244","197.81788518405","38.1","1206","9535"
"95908667","18146.6","2019-03-08 18:04:55","2343","1523","1077.8015703069","-32768","-32768","-32768","-32768","17640.460895279","5.9141429591108","1.2236157846436","4.0787192821454","98","90","82","38","81","25","15","9","840","194.75884572244","196.79820536352","37.8","2384","9535"
